(10,13845) 24692 511 19733 21398 20636 5639 21991 22381 4051 10725 5772 13704 3304 6623 10890 11734 5168 3149 3427 6488 20036 11480 23711 736 13472 15275 24761 13463 14186 24760 23888 11751 8394 11603 4278 1160 4839 9007 23939 12189 1519 6774 15794 21524 24942 11933 13197 4381 5376 11046 7226 21068 2212 19740 15841 18052 22143 1730 10798 9588 1928 1612 18152 23132 9174 10588 11158 7467 20142 1881 11522 8087 6428 22168 8096 12073 10086 8488 5530 13483 1277 5156 11575 10150 12325 9158 12519 16525 15812 15396 6583 1453 3622 16118 15019 16940 15987 4883 1228 15854
(11,17988) 3111 22772 22867 16392 18334 9234 2397 2190 24622 7762 13337 3112 20607 11407 8950 7738 3951 9422 14802 21538 1810 7707 8516 19718 17243 15944 5788 3070 20349 21960 8763 4282 8627 1242 17509 3593 4252 18718 13696 865 19471 7228 13086 18520 20843 15627 620 7365 2318 669 9944 1323 8720 10701 11792 4297 13270 16687 19731 7095 6858 15674 22382 20484 14499 23145 23299 11962 1213 8383 20380 5665 13780 14321 6492 9711 1269 13555 4304 916 14730 13090 11418 14980 7427 20336 9640 19965 15645 22876 23772 11485 3470 6984 4207 10024 18161 22961 9733 12016
(12,11537) 21360 22503 2842 11268 920 6946 15982 7950 23652 11153 15520 2048 19841 13020 8610 1669 12323 1829 17552 5 24209 8144 6430 10957 12203 23091 22767 9215 13192 1051 12782 1992 43 20807 23623 5454 9820 23303 3991 548 1574 16483 13907 5020 776 11778 4651 9092 18748 15443 21306 6459 10546 22260 21792 14930 13968 6106 16891 9022 2917 3675 14988 22669 11910 21589 9445 22271 5786 3715 4095 14561 20237 8055 8524 927 6613 16892 12228 13970 6552 7390 10651 21193 2227 15100 20485 17549 20503 14108 23759 3698 3446 944 16223 24 11998 16610 1684 12628
(13,6993) 22438 13037 21119 22798 21551 18354 1484 17803 22612 1905 19255 10488 20922 13356 25063 21407 11737 8353 25080 16670 16737 1278 8040 19692 2275 12946 12531 19866 19781 12874 10115 24709 19888 23622 17998 18047 7122 9490 12882 10496 21462 22959 20892 21423 12229 16342 3981 20563 22045 24145 7402 1602 3962 3324 969 16726 9868 17367 23334 9715 6512 1293 24027 22259 13868 23486 8917 12539 16036 18649 19299 4004 17793 17980 12847 1559 20201 983 16000 3615 5642 559 4577 8003 6622 15849 24080 12464 10052 20676 6650 2408 12921 19412 24304 8008 21658 1882 10069 8210
(14,14402) 11651 20145 12223 9527 2745 13417 19532 19534 4305 11471 2988 21486 19549 22070 15675 92 22661 21431 5024 20169 20646 1400 18114 24888 21945 15157 5111 14330 13530 7492 23607 21980 5608 9384 16539 16466 13532 23912 3757 7891 11888 19873 9193 18286 10551 14167 18278 22936 13676 10197 17322 6042 2676 20449 7681 6580 16208 20345 20751 20888 14069 6017 1436 12967 6589 10892 18091 15750 18961 11515 8936 8195 11780 4921 8669 7408 17501 2410 22909 21759 7722 10638 23371 22904 14675 8576 12420 23987 9742 266 11459 22181 16810 16870 14125 21667 9850 3886 3936 20234
(15,11501) 19894 6721 17360 13078 16011 13800 324 3966 14162 8423 2456 5862 4371 2511 13119 2912 20145 15452 19009 18097 14863 5377 7655 13516 1479 7156 12240 3602 16585 23121 19048 11138 23354 16423 3219 17566 23727 10602 5393 14697 6661 8 4956 14348 15122 19190 20778 678 12101 371 1042 18260 7885 13443 10771 2150 5190 2874 16474 9833 16145 7512 19775 16569 9036 11346 24928 12629 5432 24379 7519 4510 10887 5398 8247 3816 24703 1921 8274 23660 6987 15514 5687 13714 1208 21386 23112 22073 22455 8106 11945 6005 13335 24217 18505 5192 72 23996 23458 5434
(16,16314) 5667 20976 11620 6735 16826 17908 18062 9484 14588 11896 6085 4512 9478 22979 15009 18087 19278 13370 3374 11420 8468 10728 1785 25035 17097 250 6933 9414 485 1725 21995 23050 11945 6550 6052 1182 12228 8856 2402 22720 997 8188 15863 17992 321 16614 21514 23590 6533 23877 1638 5205 21720 6932 24311 18533 7281 24831 20028 4902 10193 14360 649 20462 5687 7675 18485 6920 12985 18222 16030 16076 9589 1197 24881 4889 19943 15988 1668 12930 595 6828 11649 22418 19075 23851 12731 21182 12288 19188 4026 1202 13642 23292 15123 2510 7630 22585 18069 24052
(17,10803) 12448 15911 294 16277 14491 18218 5147 16223 22109 16423 13100 17931 7689 3826 20235 3114 24223 21065 9268 6314 9276 1653 21970 4797 1363 1604 9745 4008 16748 4095 16158 15546 16090 3594 11632 11143 22142 11326 17262 4265 15867 12020 23602 4261 21752 13628 13360 23300 10897 12128 20367 11400 20160 6980 24890 913 18262 22226 8903 22187 1895 20890 8408 23042 20365 6072 3718 2408 7523 14909 23209 19193 7044 24783 24671 4128 14773 24630 8158 18464 15075 19175 23958 22345 23284 40 3845 216 12719 22117 2980 17285 16250 2834 16238 8631 10659 22257 14863 3149
(18,13371) 21323 2354 8682 8562 23790 9506 10202 24593 12003 18458 6230 19906 17502 8012 2710 17016 23611 20413 13503 4335 16776 15305 22143 9714 1775 14253 3926 6699 16399 1089 12400 2277 15190 6373 5661 1617 12159 1483 2097 10169 13669 14977 13835 18821 20793 18477 569 1198 5452 13931 17889 11171 14910 13977 2489 23216 4477 10787 19067 6923 8826 12168 24763 14369 15512 9267 23453 20581 9437 21638 6192 12833 1374 13749 22113 7513 16053 7671 21053 4420 21541 7025 5643 15030 19449 14463 10457 6202 10 7428 4707 4287 17196 24737 2211 3403 10145 12546 16079 15392
(19,11527) 13106 3100 13127 16489 11698 21007 8747 16303 10807 688 19087 12750 18813 6989 7949 4972 23786 20505 8764 5039 13217 13962 21289 21311 5311 19245 16478 20299 7837 22690 2566 7845 4401 17951 12500 24230 20233 13365 14912 8726 15499 7037 18009 22636 6312 21019 18045 19495 1119 17914 18831 15084 15752 10670 5137 12767 11464 12945 6536 10618 7038 7248 16940 5021 16454 6070 5337 11432 4882 24731 23639 10021 7378 8968 21378 18471 6998 18328 20761 11863 23601 10609 1474 15080 10767 14248 14411 6648 445 15391 8423 11194 15665 8530 21694 15375 1503 16331 5295 20521
(20,13120) 8478 6701 4939 6005 7453 4006 4966 5429 20602 6310 14018 20026 20391 7014 23502 12243 21475 22613 17327 18944 19858 17172 21844 1904 18419 21184 18764 53 187 20030 10823 24129 21324 13666 57 1371 9057 22839 10303 11815 1369 11973 21194 11728 13021 18148 2505 16990 3009 3901 18298 12611 1291 19702 13067 11800 16787 3458 4193 24419 15229 1580 3783 24120 14983 18546 4851 4176 11450 12754 8853 21915 23840 3861 8894 11878 4877 4493 10099 1501 15273 13782 12240 81 13416 791 5423 14877 13518 12547 7043 622 5577 13745 24189 10655 13096 8619 2900 19479
(21,22954) 5914 13390 191 22415 14415 17772 6531 20065 21076 3057 7611 8415 22559 20761 8551 4318 2324 6711 20880 17634 18832 24343 8458 8512 22085 7011 11277 11577 14477 1706 11658 2889 8158 5676 3763 18051 2597 22416 6465 13307 24566 16551 25018 2985 7032 13437 23530 15560 10179 8845 13834 19624 14744 5549 8043 23620 4378 20784 21754 15384 5238 7391 3509 4685 2124 5126 21047 6084 3063 20020 2880 4036 10915 23150 15458 13363 12722 19951 1037 16708 7985 11131 17784 3397 14668 5685 7549 8555 23763 15715 17911 5555 3612 15181 9695 7659 15402 9709 18812 390
(22,11760) 5991 20771 2179 24974 17532 17289 10746 22449 590 3499 580 24933 18114 15576 566 21354 20365 3545 20490 8020 1566 8855 14360 8288 23038 22199 9244 15877 16947 24215 24571 13649 10283 121 13498 3665 18937 6037 1617 9069 21484 24182 20242 10978 9559 9022 7051 10005 21503 3067 19555 11077 3158 19018 9704 19038 12340 3522 13720 3307 11409 17402 8775 22374 16648 11365 24732 17536 7674 24265 24753 18864 10401 24787 2143 14238 3450 13310 12598 6693 4191 15764 9777 15397 6266 133 537 15767 23472 20315 18840 19532 13140 8211 992 7389 1144 11096 7920 8025
(23,7630) 10542 4356 19546 19619 22156 539 16513 16262 16404 15991 12100 7026 2061 11040 568 14717 8548 22454 8521 24502 2089 13461 7967 21746 11778 16350 21104 10606 12335 12661 16711 2761 14541 16282 4678 21407 4493 3361 19696 5778 12746 18580 18697 12949 14846 19268 161 9622 16134 24869 8639 3334 8180 58 3961 13713 22097 18054 11411 15989 13708 23289 3382 20945 3698 11723 5104 16194 9236 19554 6519 22065 21395 306 13339 4986 17867 16952 9756 19082 18300 23653 20091 7666 24703 7065 1896 12488 5717 23938 4061 2960 22870 609 11581 8955 19152 3544 9696 1550
(24,4618) 2572 4299 12131 2155 3714 16561 24189 23773 15613 7926 17944 20957 15855 6007 11286 8918 21654 18097 16643 24338 16881 13305 2126 7609 1611 5866 5791 16138 18292 8832 7167 10091 831 24951 3905 3563 156 16318 20695 23888 16771 2952 14851 1175 17940 15277 6739 10241 11035 9628 5366 24382 24619 7620 8715 10673 3471 1893 19280 3772 4494 14308 23160 3852 17434 6365 9635 12637 10541 24409 9409 20630 16733 8065 4681 10427 19790 22816 21380 7902 10684 13312 7493 13095 10259 2648 19683 16058 12575 18197 19723 19483 7046 5916 15665 15446 14913 12445 7057 15612
(25,6428) 4451 6694 11763 11716 17135 18746 12807 22944 24456 14071 11322 12251 4984 11835 23485 6645 1848 13143 14751 18249 17993 19650 2300 19664 24235 17175 17090 23927 11358 20602 588 13374 19276 8719 14759 5343 18672 13497 7281 13293 2204 14391 4649 4380 286 22965 10854 20966 5296 23123 12777 17057 2697 10994 9354 4983 14947 10877 7422 1310 10117 21997 6995 10244 6576 15356 3050 7270 12558 9308 24768 22519 18719 15176 4877 2141 25060 10313 15022 1142 4851 6524 3990 16488 9061 13829 22718 18476 18019 24770 14532 19545 7077 8372 16275 119 16167 17529 9795 8993
(26,23840) 4152 4879 14429 11671 10009 1044 4190 16875 705 17395 8678 14295 164 1822 14962 23353 3550 8279 11214 3570 10376 18972 4438 18026 20007 20630 23873 14366 23648 17565 15818 19316 22817 14828 702 18103 11071 24771 5317 2882 22431 9239 9274 2304 191 6724 24625 20560 1210 15639 21316 17990 773 17590 19930 2034 19088 623 20270 24599 14816 6161 11475 18892 23992 10868 20136 10097 23155 1349 13419 13989 1587 4448 8624 11345 16466 18321 5058 24901 15933 3231 24124 19583 19814 16770 24307 350 22494 7835 17058 14055 20393 20692 8126 20845 19466 11523 12961 6186
(27,3416) 13453 3203 4774 9747 5148 25031 4199 23400 23632 12488 17730 15610 8570 7092 5109 23621 50 13917 19630 5734 21527 22915 22789 21211 21245 5318 22379 17078 15967 9873 8062 24099 20198 19811 3382 19635 4685 16742 8402 19401 14385 9593 9467 8510 7787 10058 17316 12267 13234 6657 16194 11056 6310 7421 14404 23259 11491 2598 17068 15883 15217 14304 3461 18072 15482 4408 22772 23136 16386 13911 6904 8488 3270 8451 12826 23392 3674 16664 14721 6408 2437 705 2195 22792 16398 22133 11945 14214 5022 4115 15872 15727 5286 13372 17660 21717 1483 12338 23837 3976
(28,15664) 9667 14111 13582 24156 1608 1869 3781 9375 17014 11564 21873 23576 14689 16998 9571 15891 10941 21444 17846 5923 2754 16552 614 24002 16322 3850 23550 267 14895 22133 16571 550 5343 19947 5032 4028 17373 4770 16744 11933 4764 3751 13597 24625 11124 14345 11147 24827 16699 903 19063 7524 2922 2674 18741 5179 16585 881 11029 935 8970 2896 1949 20268 15735 8367 13224 24364 22592 17038 18333 747 19734 22531 4059 3910 16874 24320 20770 18681 18322 5869 16764 15899 24872 7664 2775 19762 5265 10518 6881 14004 18364 22612 10746 24606 18054 11388 15178 7009
(29,21146) 18551 12932 5344 5589 22412 6637 14623 13434 17146 23710 22014 17613 18243 22902 1580 18046 19871 1461 20043 11862 24076 22471 14401 21692 4216 21800 13159 17124 2554 21452 14847 3033 3441 5066 15386 22528 15870 12260 19729 13057 5744 12912 15608 2035 6001 23798 4310 8304 2929 6626 23761 2352 7057 17973 4081 15541 15466 19938 13688 19572 14293 3844 7223 3428 1480 18054 12104 21044 731 2852 14872 16567 22796 1521 23555 18187 21364 2887 17126 13531 1679 8329 21858 7500 16350 371 243 22342 20754 20204 14984 18220 860 9809 8461 17325 4880 22579 23629 16946
(30,21464) 23944 20016 8492 23008 8269 1622 7049 18038 941 7943 23561 15651 15578 5087 7346 985 19987 18051 16121 14019 11500 17262 17608 3577 8619 12360 17516 2949 1059 349 14777 24359 14582 19936 2569 7302 13917 14187 10991 23516 10827 12982 6967 8485 8537 24617 9043 11444 11794 8342 8096 8727 11257 18335 17543 3661 12897 23679 12223 17441 12052 7328 23692 21051 11271 454 24679 4102 5209 14659 22857 15694 6339 4561 6203 23380 15136 11818 20029 19326 7375 15493 596 18946 6700 23732 15552 7311 22997 3756 2755 19380 4716 16404 12364 1466 6110 1304 19633 14569
(31,11175) 6423 24199 11772 8381 8708 6915 22477 10306 11762 7533 8766 22158 2552 14313 23104 19718 23779 17988 24899 12692 5972 10954 444 24244 6529 24029 18622 16118 19255 5943 14689 11632 14122 25078 3795 22578 14460 9350 11765 15007 5638 17360 9604 24174 6722 330 4020 7704 17809 19784 5516 23922 17570 764 12156 21165 12237 16635 2894 11433 7102 7477 1956 17546 7431 20319 4855 5769 21762 16164 15736 5060 11951 17310 10677 3952 2190 3770 22754 21277 11292 1974 20363 23507 13386 19284 17768 11812 9558 14454 11720 18972 37 7336 18191 14665 18010 7843 4538 15056
(32,10799) 8256 13069 12659 6603 6356 19064 14422 13067 8196 24426 10655 11500 929 13308 6044 3754 4226 15410 3641 16527 2325 23128 11284 19190 23687 3080 1032 12169 18036 9655 1481 7959 23425 6095 18009 2765 8091 19884 5450 3946 15561 17677 20234 7029 7709 1318 8897 14425 13174 8054 5116 14406 22480 9971 11424 594 6541 19171 6884 21517 10546 3258 9833 7231 16157 14681 15239 10334 16662 19487 21940 24469 22613 3869 6856 5288 4181 6504 668 21366 6740 10275 20075 11296 1822 23127 2558 20397 19842 10781 14120 24901 13380 21556 8068 14127 13877 554 11634 8731
(33,20625) 15575 18624 11260 11482 8885 3376 13553 11164 24787 6267 2233 7970 11297 8283 13586 2590 13917 15130 15429 447 405 13025 11176 7558 6359 17285 16764 8233 605 22324 3828 14455 6053 6506 24477 15529 23872 9261 15244 22217 19682 12061 16692 9836 1108 17117 16189 11130 10299 14375 641 16821 11915 12271 11551 2065 23705 20950 24526 7845 7650 4448 18704 5535 14960 20889 19708 16971 11204 24892 14426 14763 14663 20307 13742 8210 11750 16886 16648 17308 14232 19414 139 7821 4626 16202 22802 8334 6065 5769 5461 16074 13325 966 6638 4461 1965 1234 23701 11358
(34,6041) 12740 1498 766 22482 24587 12211 12588 20730 20673 15676 21639 6159 24632 17063 1036 8027 13015 16260 5593 24811 9725 4476 2812 18857 12477 14378 21627 5633 14552 17599 24236 2625 15412 9345 10132 13076 11338 12293 19853 16231 24874 16707 8069 936 9522 8115 1527 7216 935 22613 3549 19220 23159 8213 1958 19180 7575 11327 9256 6291 23244 11130 22415 5360 8324 13996 20586 18458 10421 2493 17634 17247 8216 15158 15600 8441 15623 18177 16074 23454 18963 5255 12308 13785 15533 7613 6394 10407 20463 13560 10833 4726 17111 3252 21261 13644 24428 4536 6572 23310
(35,13301) 14817 22313 19587 8627 18852 14615 8901 8020 13384 18324 8827 24580 441 23341 21998 733 10890 3115 16064 17420 22832 15978 12332 6803 9255 9425 22716 18638 7937 7194 25079 8542 8588 527 10979 9404 14579 4106 24340 22698 11848 12843 12538 24304 17496 3414 14972 19754 19864 8641 5383 6852 2271 23557 3823 23494 13110 15621 23534 3181 2658 11237 12945 25008 17883 15450 14051 12037 21358 5930 3707 18078 8976 14688 8167 20639 15969 21025 12770 13822 17823 10695 17778 15471 24869 13931 18769 12491 18847 10344 10076 583 9360 712 15343 13263 10283 18007 1922 1820
(36,13230) 11331 18829 18041 13214 16176 20878 22902 13986 4143 16792 6360 12433 1496 12916 259 3458 1091 24728 16462 5641 20923 13508 11305 10388 7369 1971 9710 6914 16882 24962 10241 20415 19126 12942 2897 18859 25003 9370 19957 7938 3645 4245 20746 1494 2703 10165 18502 3412 10824 6459 168 23675 13108 9442 5029 14316 18685 13896 20164 25042 19264 1906 8203 10608 5253 15373 13323 10537 6773 11323 17316 5008 16646 23745 880 4976 9160 25061 2804 10087 1720 12679 6744 4831 21690 5157 22226 21545 22975 10057 21461 11577 18688 19415 2316 7550 18296 23661 12252 821
(37,20216) 1915 7336 582 14590 11498 18685 22753 20614 5522 18141 9310 2114 14466 18584 4792 11042 24953 15752 22264 3359 19498 18173 3218 8663 7840 10892 568 22624 18237 6036 2102 19337 19454 10195 4248 7497 3029 2649 9797 18731 2439 1804 18502 17062 7067 7479 15036 12285 17110 21124 23292 8823 20999 25043 20589 15020 16773 12983 133 12054 11100 1537 3142 23985 20498 24207 19969 8901 1081 19590 12254 1160 1887 13611 8842 8928 9908 18437 8230 3231 12473 24694 4662 5233 17194 2314 11742 1312 10368 7051 16016 7664 17375 8531 24419 10632 1981 13400 18195 11229
(38,8417) 16762 1262 11764 2433 19446 5128 10660 5798 1619 810 24589 11147 6305 20766 19757 17459 3647 11038 249 17348 20685 10955 18068 17354 8602 13620 20001 10122 18640 20057 16835 11750 6040 21603 1317 23808 8733 22888 11614 19693 21433 10225 689 9031 16816 12674 14823 20388 19887 18605 2407 10636 333 7774 21867 1147 21442 8071 3235 15423 22903 9003 6880 1061 20263 8914 3399 19005 13266 24826 5822 1939 14616 12688 7982 18496 14549 7480 17574 16243 23876 13397 15265 24233 13888 18138 5919 3886 21836 3893 8362 24105 23950 12356 6032 22108 25020 14687 17753 21719
(39,7764) 2178 7083 2807 2812 17433 3514 5617 3495 24747 17978 22739 12803 23004 22277 21049 16413 1457 12241 19137 19509 12081 22019 21094 15291 22233 13978 13527 3397 22345 18728 10537 18792 7551 22659 886 13501 13544 6029 6369 13693 7014 17077 12652 52 21943 13446 6100 12722 6541 6886 22386 4751 196 4345 10825 14340 12239 5751 3236 7011 6941 14427 12642 10040 11716 2166 5623 9120 368 3970 6751 15347 17624 21773 288 8132 5143 4295 9498 4249 14694 10615 22812 1410 240 22546 7875 17018 16119 19006 14219 6202 9458 14716 10858 4672 20252 12323 3089 17698
(40,17955) 24998 5004 11003 13914 8842 117 2468 15435 929 13238 20640 13740 3483 20614 6413 9217 13253 18689 11702 14720 10483 7901 25040 21988 16742 19877 1772 17902 14927 9021 14277 10405 13858 2707 15660 13683 20813 2270 19885 24591 22616 20529 11692 225 8021 20339 18516 2561 22471 11040 4013 5038 18383 13565 15623 5669 12681 14355 3013 14450 6776 22357 4074 19203 5206 9711 22045 6483 417 7758 14926 7656 13502 21623 5076 16103 9589 9609 6995 18613 13863 2600 16336 22197 82 1617 6283 16020 9709 13483 22458 6280 16450 3429 22327 13388 9437 17472 2809 15031
(41,21339) 22545 12546 17261 17280 22975 2405 9525 12279 4170 13216 20107 12826 21255 14366 10904 8539 11396 15593 11894 22752 11252 6193 1846 6852 3847 19664 13583 9799 5519 21086 4973 20610 5472 20575 4773 171 20439 2101 10794 24780 1645 19121 505 24023 8401 17929 18110 24021 4228 19937 3647 12991 9090 22871 3833 9355 953 23544 10310 16667 24225 1321 8323 22299 19128 11747 24073 11839 619 17241 8023 17637 22955 19301 16575 22621 7109 21100 9210 15883 11644 16370 9721 1869 15668 12863 15504 15748 1530 23036 2126 23494 19326 23219 11899 7693 24974 12558 3688 7920
(42,24446) 13408 3591 3405 2032 972 15077 7094 5615 10362 8787 19370 18990 8365 15881 230 18049 2561 24210 18183 19334 24532 5740 614 5559 19175 10389 5632 14249 15008 7272 9388 10947 22938 15580 599 24014 2471 7188 18332 24705 19872 825 12615 11643 21093 19300 13803 23883 20034 15113 4990 11746 552 3762 23580 456 698 2776 20763 23597 24658 15265 686 12097 12058 6034 14923 7346 19961 13831 7005 8808 4622 18289 16380 18222 17061 11963 24566 17507 9158 19914 17500 19992 7763 15300 22240 6601 23383 4295 20165 10479 13191 4203 2320 326 16201 20621 11602 6605
(43,24883) 7742 8478 8706 9127 10838 24543 2728 25078 15162 17329 807 2232 24887 22878 3535 19469 1880 8095 20570 20671 8625 1800 22405 9645 3016 12737 7349 23829 3045 23781 14063 8408 13441 4665 10877 9820 16168 7020 11591 24378 1740 11362 18063 18267 2914 8938 9852 1909 2687 13439 20973 12398 12375 9191 6880 11213 13730 16259 15784 21437 13699 7653 15195 1858 15933 24082 4789 11628 5476 13570 5358 19665 18488 17993 683 10209 22245 22450 23270 21704 22820 17388 5994 20053 3527 22218 15491 16847 21785 4335 15605 2347 4428 2623 19877 17426 4105 21242 22032 20563
(44,6041) 2902 1719 24813 9435 15402 15033 19010 15916 8815 14044 20767 9866 18213 12101 7596 23375 24822 14673 2038 11045 7975 10428 10504 24391 1968 24561 14847 23091 17358 19675 11735 17313 8550 6854 22648 24839 8579 4019 22494 2223 13753 3666 8293 20108 16734 15736 20304 21077 1956 8730 15672 19987 22094 23353 3378 12398 11958 24655 15001 2070 2141 20646 21773 1869 2237 18943 21996 5195 23076 15129 22889 10695 24260 25021 16241 3996 56 17115 18975 14532 11611 9820 8147 25077 16765 11712 24328 396 15161 11811 21358 11615 14556 4816 23960 12780 15408 12087 11725 8084
(45,627) 8966 11350 12870 24185 15977 5252 19781 8499 1920 11855 2918 14627 23108 10639 4779 3902 22263 1959 12007 6880 15603 8628 1922 19654 14859 24957 4544 2386 5466 11755 10487 19914 6973 1283 9900 10081 8080 5290 2029 14984 22935 2933 12335 22633 11993 785 12232 17898 1816 24224 21335 3533 5831 12373 19038 11573 4046 12802 18069 4388 6627 21558 14953 1921 16801 7735 16126 23749 7132 24303 11734 7368 22826 22596 11942 9146 20460 2153 11689 16930 8355 10787 2653 5923 3 14871 4285 3555 16912 11590 13998 11862 12677 91 24984 7382 22822 8709 24795 17040
